package_name	germany_version_name	germany_version_code	vietnam_version_name	vietnam_version_code	nigeria_version_name	nigeria_version_code	pakistan_version_name	pakistan_version_code	india_version_name	india_version_code	usa_version_name	usa_version_code	turkey_version_name	turkey_version_code	egypt_version_name	egypt_version_code	bangladesh_version_name	bangladesh_version_code	saudi_version_name	saudi_version_code
com.queensgame.collection	2.9.530	132	2.9.527	129	2.9.530	132	2.9.530	132	2.9.530	132	2.9.527	129	2.9.530	132	2.9.530	132	2.9.530	132	2.9.530	132
com.queensgame.spider2	2.9.524	227	2.9.523	226	2.9.524	227	2.9.523	226	2.9.524	227	2.9.523	226	2.9.524	227	2.9.524	227	2.9.524	227	2.9.524	227
com.QuranReading.quranbangla	3.4	26	3.3	25	3.4	26	3.4	26	3.4	26	3.4	26	3.4	26	3.4	26	3.4	26	3.4	26
com.rabbit.ladder	1.2.4	40	1.2.4	40	1.2.4	40	1.2.5	45	1.2.5	45	1.2.5	45	1.2.4	40	1.2.5	45	1.2.5	45	1.2.4	40
com.radarapp.trip.speedometer	1.3.8	37	1.3.7	36	1.3.8	37	1.3.8	37	1.3.5	34	1.3.5	34	1.3.7	36	1.3.8	37	1.3.8	37	1.3.8	37
com.radiofrance.radio.radiofrance.android	9.5.2-android	83637	9.5.2-android	83637	9.5.2-android	83637	9.5.2-android	83637	9.4.0-android	83632	9.4.0-android	83632	9.5.2-android	83637	9.5.2-android	83637	9.5.2-android	83637	9.5.2-android	83637
com.radio.helloworld	12.1	121	12	120	12.1	121	12.1	121	12	120	12	120	12.1	121	12.1	121	12.1	121	12.1	121
com.raed.drawing	2.5.4	89	2.5.5	30172	2.5.4	89	2.5.4	89	2.5.4	89	2.5.5	30172	2.5.5	30172	2.5.4	89	2.5.4	89	2.5.5	30172
com.raiyumi.catbird	2.2.0	63	2.2.0	63	2.2.0	63	2.2.0	63	2.3.0	66	2.2.0	63	2.2.0	63	2.2.0	63	2.2.0	63	2.2.0	63
com.rarevision.vhscamlite	1.6.2	21011201	1.6.9	24031401	1.6.2	21011201	1.6.2	21011201	1.6.9	24031401	1.6.2	21011201	1.6.2	21011201	1.6.9	24031401	1.6.2	21011201	1.6.2	21011201
com.ratrodstudio.snowparty2lite	1.10.1.RC	80	1.10.0.RC	79	1.10.0.RC	79	1.10.0.RC	79	1.10.1.RC	80	1.10.1.RC	80	1.10.0.RC	79	1.10.0.RC	79	1.10.0.RC	79	1.10.0.RC	79
com.readly.client	6.30.0	2143	6.30.0	2143	6.30.0	2143	6.30.0	2143	6.29.2	2135	6.30.0	2143	6.30.0	2143	6.30.0	2143	6.30.0	2143	6.30.0	2143
com.recovery.deleted.contacts	22.6.0.1	95	22.6.0.1	95	22.6.0.1	95	22.6.0.1	95	22.6.0.1	95	22.6.0.1	95	22.6.1	111	22.6.0.1	95	22.6.0.1	95	22.6.0.1	95
com.redantz.game.zombie3hd	1.2.1	30	1.2.0	29	1.2.1	30	1.2.0	29	1.2.1	30	1.2.1	30	1.2.0	29	1.2.1	30	1.2.0	29	1.2.1	30
com.red.blue.stickman.v2	2.2.5	345	2.2.5	345	2.2.2	339	2.2.5	345	2.2.5	345	2.2.5	345	2.2.5	345	2.2.2	339	2.2.5	345	2.2.2	339
com.RedLineGames.Game49	1.4.3	115	1.4.3	115	1.4.3	115	1.4.3	115	1.4.2	114	1.4.3	115	1.4.3	115	1.4.3	115	1.4.3	115	1.4.3	115
com.redmanit.lockscreen	6.7	670	6.7	670	6.7	670	6.7	670	6.7	670	6.7	670	6.7	670	6.7	670	6.7	670	6.6	661
com.red.roller.ball.adventure	2.4.5	113	2.4.5	113	2.4.5	113	2.4.4	111	2.4.4	111	2.4.5	113	2.4.4	111	2.4.4	111	2.4.4	111	2.4.4	111
com.remote.control.tv.universal.pro.sams	4.3.2	79	4.3.1	78	4.3.2	79	4.3.2	79	4.3.1	78	4.3.1	78	4.3.2	79	4.3.2	79	4.3.2	79	4.3.2	79
com.renard.ocr	5.4.0	1059	5.4.1	1060	5.4.1	1060	5.4.0	1059	5.4.1	1060	5.4.0	1059	5.4.1	1060	5.4.0	1059	5.4.1	1060	5.4.1	1060
com.renderedideas.cookingchef	214.0	214	214.0	214	214.0	214	214.0	214	214.0	214	220.0	220	214.0	214	214.0	214	214.0	214	214.0	214
com.renderedideas.jungleadventures	434.0	434	432.0	432	434.0	434	434.0	434	434.0	434	434.0	434	434.0	434	434.0	434	434.0	434	434.0	434
com.resumemakerapp.cvmaker	6.2	51	6.2	51	6.2	51	6.2	51	6.1	50	6.2	51	6.2	51	6.2.4	55	6.2	51	6.2	51
com.reverb.app	5.6.5	24110490	5.6	24102859	5.6.5	24110490	5.6.5	24110490	5.5	24101646	5.5	24101646	5.5	24101646	5.6.5	24110490	5.6.5	24110490	5.6.5	24110490
com.rgp.boostplayer	4.0	40	4.0	40	N/A	N/A	4.0	40	4.0	40	4.0	40	3.9	39	N/A	N/A	N/A	N/A	4.0	40
com.riddle.faketextmessage	4.4.2	48	4.4.2	48	4.4.2	48	4.4.2	48	4.4.2	48	4.4.4	50	4.4.2	48	4.4.2	48	4.4.2	48	4.4.2	48
com.rikudo.numbers	1.7	2078	1.7	2078	1.7	2078	1.7	2078	1.7.2	2099	1.7	2078	1.7	2078	1.7.2	2099	1.7	2078	1.7	2078
com.roadframes.android	1.26	28	1.26	28	1.25	27	1.25	27	1.26	28	1.25	27	1.25	27	1.26	28	1.25	27	1.26	28
com.RobotSquid.KingOfCrabs	1.18.0	162	1.18.0	162	1.18.0	162	1.18.0	162	1.18.0	162	1.18.0	162	1.18.0	162	1.18.0	162	1.18.1	165	1.18.1	165
com.root.casaevideov3.Activities	11.7.0	417714	11.5.4	417676	11.7.0	417714	11.7.0	417714	11.7.0	417714	11.7.0	417714	11.7.0	417714	11.7.0	417714	11.7.0	417714	11.7.0	417714
com.router.passwords.wifirouterpasswords.routersetup	1.0.29	138	1.0.29	138	1.0.29	138	1.0.29	138	1.0.29	138	1.0.26	133	1.0.29	138	1.0.29	138	1.0.29	138	1.0.29	138
com.rrsolutions.fevercheckup	4.2.4	152	4.2.3.1	145	4.2.4	152	4.2.4	152	4.2.4	152	4.2.3.1	145	4.2.4	152	4.2.4	152	4.2.4	152	4.2.4	152
com.rsgapps.idle.city.builder.tycoon	1.13.39	257	1.13.38	256	1.13.39	257	1.13.38	256	1.13.39	257	1.13.39	257	1.13.38	256	1.13.39	257	1.13.39	257	1.13.39	257
com.rsgapps.idle.expansion.tycoon	1.0.43	143	1.0.43	143	1.0.43	143	1.0.43	143	1.0.43	143	1.0.43	143	1.0.46	146	1.0.43	143	1.0.46	146	1.0.43	143
com.rsgapps.reactor	1.72.55	288	1.72.53	286	1.72.53	286	1.72.53	286	1.72.55	288	1.72.55	288	1.72.53	286	1.72.53	286	1.72.53	286	1.72.53	286
com.rt.wrestling.games.realboxing.offline.fightinggames.wrestling.revolution.lucha	1.2.3	24	1.2.4	25	1.2.3	24	1.2.3	24	1.2.3	24	1.2.3	24	1.2.3	24	1.2.3	24	1.2.3	24	1.2.3	24
com.rubygames.splashyjump	3.93	3903	3.93	3903	3.92	3902	3.93	3903	3.92	3902	3.92	3902	3.93	3903	3.93	3903	3.92	3902	3.93	3903
com.S2.WaStickerApps	5.15	33	5.15	33	5.15	33	5.15	33	5.15	33	5.15	33	6.16	34	6.16	34	6.16	34	5.15	33
com.samsung.ecomm	2.0.34977	1600034977	2.0.34861	1600034861	2.0.34861	1600034861	2.0.34861	1600034861	2.0.34977	1600034977	2.0.34861	1600034861	2.0.34861	1600034861	2.0.34977	1600034977	2.0.34977	1600034977	2.0.34861	1600034861
com.saphir.baridbankmobile	1.0.0.2	609009	6.9.8	609008	1.0.0.2	609009	1.0.0.2	609009	1.0.0.2	609009	6.9.8	609008	6.9.8	609008	1.0.0.2	609009	1.0.0.2	609009	1.0.0.2	609009
com.satfinder.dishtv.satelittefinder.ar.dishalign.setdishtv	2.0.2	24	2.0.2	24	2.0.2	24	2.0.2	24	2.0.2	24	2.2	23	2.0.2	24	2.0.2	24	2.0.2	24	2.0.2	24
com.satispay.customer	4.6.0	9422	4.6.0	9421	4.6.0	9421	4.6.0	9421	4.6.0	9421	4.5.0	9418	4.6.0	9421	4.6.0	9421	4.6.0	9421	4.6.0	9421
com.saunalahti.oma	3.3.965	965	3.3.965	965	3.3.965	965	3.3.965	965	3.2.960	960	3.2.960	960	3.2.960	960	3.3.965	965	3.3.965	965	3.3.965	965
com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid	2.7.5	45	2.7.5	45	2.8.0	46	2.7.5	45	2.7.5	45	2.8.0	46	2.7.5	45	2.7.5	45	2.7.5	45	2.7.5	45
com.scn.twok48	1.4.9	51	1.4.8	50	1.4.9	51	1.4.9	51	1.4.9	51	1.4.9	51	1.4.8	50	1.4.9	51	1.4.9	51	1.4.8	50
com.scream.imposter.monster.survival	2.0.21	34	2.0.19	32	2.0.21	34	2.0.21	34	2.0.19	32	2.0.21	34	2.0.21	34	2.0.21	34	2.0.21	34	2.0.21	34
com.screenmirrorapp	1.9.9	307	1.9.10	332	1.9.10	332	1.9.10	332	1.9.10	332	1.9.10	332	1.9.9	307	1.9.9	307	1.9.10	332	1.9.9	307
com.screen.mirroring.miracast.tv.cast.smart.view	2.9.3	293	2.9.2	292	2.9.4	2941	2.9.3	293	2.9.2	292	2.9.2	292	2.9.3	293	2.9.3	293	2.9.4	2941	2.9.3	293
com.seatech.bluebird	6.14.0	2926	6.13.0	2922	6.14.0	2926	6.14.0	2926	6.13.0	2922	6.14.0	2926	6.13.0	2922	6.14.0	2926	6.14.0	2926	6.14.0	2926
com.sec.samsungsoundphone	5.2.25	522501000	5.2.25	522501000	5.3.03	530301000	5.2.25	522501000	5.3.03	530301000	5.3.03	530301000	5.2.25	522501000	5.3.03	530301000	5.3.03	530301000	5.3.03	530301000
com.senspark.android.tank1990	2.4.0	2006081854	2.4.0	2006081854	2.4.0	2006081854	2.4.0	2006081854	2.4.0	2006081854	2.3.4	2006081851	2.4.0	2006081854	2.4.0	2006081854	2.4.0	2006081854	2.4.0	2006081854
com.severex.cross.word.puzzle.logic	5.6	56021	5.6	56021	5.6	56021	5.6	56021	5.6	56021	5.6	56021	5.5.3	55301	5.6	56021	5.6	56021	5.6	56021
com.shaiban.audioplayer.mplayer	v7.1.5	1007105008	v7.1.0	1007100010	v7.1.5	1007105008	v7.1.5	1007105008	v7.1.5	1007105008	v7.1.5	1007105008	v7.1.0	1007100010	v7.1.5	1007105008	v7.1.5	1007105008	v7.1.5	1007105008
com.sharefunapp.topringtones2018	6.4	55	6.4	55	6.4	55	6.4	55	6.4	55	6.7	58	6.4	55	6.7	58	6.4	55	6.7	58
com.sho3lah.android	9.1	91	8.9	89	9.1	91	9.1	91	8.9	89	9.0	90	8.9	89	9.1	91	9.1	91	9.1	91
com.shoppinglist	2.2.5	2205	2.2.4	2204	2.2.5	2205	2.2.5	2205	2.2.5	2205	2.2.5	2205	2.2.5	2205	2.2.5	2205	2.2.4	2204	2.2.4	2204
com.shuggr.shuggr	1.9.8	145	1.10.0	147	1.9.8	145	1.9.8	145	1.10.0	147	1.9.8	145	1.10.0	147	1.9.8	145	1.9.8	145	1.9.8	145
com.simcompanies.simcompaniespwa	1.5	44	1.5	44	1.5	44	1.6	45	1.5	44	1.6	45	1.5	44	1.5	44	1.5	44	1.5	44
com.simejikeyboard	3.4.3.1	923	3.4.2.4	919	3.4.3.1	923	3.4.3.1	923	3.4.2.4	919	3.4.2.4	919	3.4.3.1	923	3.4.3.1	923	3.4.3.1	923	3.4.3.1	923
com.simple.automatic.tap.autoclicker	1.4.0	140	1.3.9	139	1.3.9	139	1.3.9	139	1.3.9	139	1.3.9	139	1.4.0	140	1.4.0	140	1.3.9	139	1.4.0	140
com.simple.filemanager	1.1.35	1135	1.1.34	1134	1.1.35	1135	1.1.35	1135	1.1.34	1134	1.1.35	1135	1.1.34	1134	1.1.35	1135	1.1.35	1135	1.1.35	1135
com.simplehabit.simplehabitapp	6.0.10	332	6.0.10	332	6.0.10	332	6.0.8	317	6.0.8	317	6.0.8	317	6.0.8	317	6.0.10	332	6.0.10	332	6.0.8	317
com.sinyee.babybus.mathIII	2.10.01.12	2100112	2.08.01.30	2080130	2.10.01.12	2100112	2.10.01.12	2100112	2.09.01.12	2090112	2.08.01.30	2080130	2.09.01.12	2090112	2.10.01.12	2100112	2.10.01.12	2100112	2.10.01.12	2100112
com.sinyee.babybus.repairshop	8.70.00.01	8700001	8.69.00.00	8690000	8.70.00.01	8700001	8.70.00.01	8700001	8.70.00.01	8700001	8.70.00.01	8700001	8.70.00.01	8700001	8.70.00.01	8700001	8.70.00.01	8700001	8.70.00.01	8700001
com.sky.sea.cashzine	4.43	4430001	4.42	4420001	4.43	4430001	4.43	4430001	4.43	4430001	4.42	4420001	4.42	4420001	4.43	4430001	4.43	4430001	4.43	4430001
com.skytek.animals.ringtone	3.55	263	3.46	254	3.55	263	3.55	263	3.55	263	3.55	263	3.55	263	3.55	263	3.55	263	3.55	263
com.Slbazer.Craftsman4	1.21.17	972000075	1.21.16	972000073	1.21.17	972000075	1.21.17	972000075	1.21.16	972000073	1.21.17	972000074	1.21.17	972000074	1.21.17	972000075	1.21.17	972000075	1.21.17	972000075
com.slgames.plnt	2.9	44345	2.8.89	41483	2.9	44345	2.9	44345	2.8.89.2	41484	2.8.89.2	41484	2.8.89.2	41484	2.9	44345	2.9	44345	2.9	44345
com.slicelife.storefront	6.37.1	184510617	6.37.0	182956804	6.37.1	184510617	6.37.1	184510617	6.36.0	181479827	6.36.0	181479827	6.36.0	181479827	6.37.1	184510617	6.37.1	184510617	6.37.1	184510617
com.slippy.linerusher	2.0.2.1	201084	2.0.0.0	201080	2.0.2.1	201084	2.0.2.1	201084	2.0.1.1	201082	2.0.0.0	201080	2.0.0.0	201080	2.0.2.1	201084	2.0.2.1	201084	2.0.2.1	201084
com.smartapp.donottouch	1.4.68	228	1.4.68	228	1.4.67	227	1.4.67	227	1.4.67	227	1.4.67	227	1.4.67	227	1.4.67	227	1.4.67	227	1.4.67	227
com.smart.net.secure	4.0.64	4064	4.0.58	4058	4.0.64	4064	4.0.64	4064	4.0.62	4062	4.0.58	4058	4.0.58	4058	4.0.64	4064	4.0.64	4064	4.0.64	4064
com.smartswitch.mobiletransfer.smartshare.phoneclone.datatransfer	2.8	108	2.8	108	2.7	107	2.8	108	2.7	107	2.7	107	2.7	107	2.8	108	2.7	107	2.7	107
com.smartworld.photoframe	10.49	133	10.49	133	10.50	134	10.50	134	10.50	134	10.50	134	10.50	134	10.49	133	10.50	134	10.49	133
com.snapwork.hdfc	11.2.4	181	11.2.3	165	11.2.4	181	11.2.4	181	11.2.3	165	11.2.3	165	11.2.4	181	11.2.4	181	11.2.4	181	11.2.4	181
com.snooker.eight.ball.pool.billiards	1.53.1	53	1.50.1	50	1.53.1	53	1.53.1	53	1.52.1	52	1.50.1	50	1.50.1	50	1.53.1	53	1.53.1	53	1.53.1	53
com.sofi.mobile	3.15.3	139155238	3.14.0	138080089	3.15.3	139155238	3.15.3	139155238	3.15.3	139155238	3.15.3	139155238	3.15.3	139155238	3.15.3	139155238	3.15.3	139155238	3.15.3	139155238
com.soft24hours.directorys.medical.diseasemulti.free	2.2.69.191	16003039	2.2.69.191	16003039	2.2.69.191	16003039	2.2.69.191	16003039	2.2.69.191	16003039	2.2.69.191	16003039	2.2.69.191	16003039	2.2.69.191	16003039	2.2.69.191	16003039	2.2.69.191	16003039
com.soft.clickers.love.Frames	3.78	178	3.76	176	3.78	178	3.78	178	3.78	178	3.76	176	3.78	178	3.79	179	3.79	179	3.79	179
com.softinit.iquitos.mainapp	2.0.3	101080434	2.0.2	101080418	2.0.3	101080434	2.0.3	101080434	2.0.3	101080434	2.0.2	101080418	2.0.2	101080418	2.0.3	101080434	2.0.3	101080434	2.0.3	101080434
com.softtowelgames.wordmonger.android	2.9.4	791	2.9.4	791	2.9.4	791	2.9.4	791	2.9.4	791	2.9.4	791	2.9.1	785	2.9.4	791	2.9.4	791	2.9.4	791
com.softwareupdate.appupdate.updateappslist	1.44.0	54	1.42.0	52	1.44.0	54	1.44.0	54	1.42.0	52	1.43.0	53	1.42.0	52	1.44.0	54	1.44.0	54	1.44.0	54
com.solidict.gnc2	6.7.1	109	6.6.0	107	6.7.1	109	6.7.1	109	6.7.1	109	6.7.1	109	6.7.1	109	6.7.1	109	6.7.1	109	6.7.1	109
com.solitaire.klondike.my.magic.dragon.friends.cardgames	1.0.78	79	1.0.78	79	1.0.78	79	1.0.77	78	1.0.77	78	1.0.78	79	1.0.77	78	1.0.77	78	1.0.78	79	1.0.78	79
com.solitaire.klondike.patience.ocean.aquarium	1.4.37	437	1.4.37	437	1.4.37	437	1.4.36	436	1.4.37	437	1.4.36	436	1.4.36	436	1.4.37	437	1.4.36	436	1.4.37	437
com.solitaire.patience.klondike.classic.card.games	1.0.58	59	1.0.58	59	1.0.58	59	1.0.58	59	1.0.57	58	1.0.57	58	1.0.57	58	1.0.58	59	1.0.58	59	1.0.58	59
com.soul.zhongjianshang	23.6.11	23611	23.6.11	23611	23.6.11	23611	23.6.11	23611	23.6.11	23611	23.7.1	23701	23.6.11	23611	23.6.11	23611	23.6.11	23611	23.6.11	23611
com.spayee.esaral.reader	3.27.3	421	3.27.0	418	3.27.3	421	3.27.3	421	3.27.3	421	3.27.3	421	3.27.0	418	3.27.3	421	3.27.3	421	3.27.3	421
com.sphereo.karaoke	5.7.5	205	5.6.3	193	5.6.3	193	5.6.3	193	5.6.3	193	5.7.5	205	5.7.5	205	5.7.5	205	5.7.5	205	5.6.3	193
com.spiky.ClawBuilder	2.24	34	2.24	34	2.23	33	2.24	34	2.23	33	2.24	34	2.24	34	2.23	33	2.23	33	2.23	33
com.spocky.galaxsimunlock	2.9.11	60	2.9.10	59	2.9.10	59	2.9.10	59	2.9.10	59	2.9.11	60	2.9.10	59	2.9.10	59	2.9.10	59	2.9.10	59
com.spookyhousestudios.submarine	4.4.6	43161	4.4.6	43161	4.4.6	43161	4.4.6	43161	4.4.6	43161	4.4.8	43601	4.4.8	43601	4.4.6	43161	4.4.6	43161	4.4.8	43601
com.squline.student	3.20.2	20245	3.20.0	20241	3.20.2	20245	3.20.2	20245	3.20.2	20245	3.20.2	20245	3.20.0	20241	3.20.2	20245	3.20.2	20245	3.20.2	20245
com.sriandroid.justkannada	9.0.4798-kannada	4798	9.0.4876-kannada	4876	9.0.4876-kannada	4876	9.0.4876-kannada	4876	9.0.4876-kannada	4876	9.0.4798-kannada	4798	9.0.4876-kannada	4876	9.0.4798-kannada	4798	9.0.4798-kannada	4798	9.0.4798-kannada	4798
com.srilankanmatrimony	7.4	166	7.5	170	7.4	166	7.4	166	7.4	166	7.4	166	7.4	166	7.4	166	7.4	166	7.4	166
com.stevenclift.tvnewsapp	3.2.0	123	3.2.0	122	3.2.0	122	3.2.0	123	3.2.0	123	3.2.0	123	3.2.0	123	3.2.0	123	3.2.0	122	3.2.0	123
com.still57.minesweeper	1.4.6	1004006	1.4.6	1004006	1.4.5	1004005	1.4.5	1004005	1.4.5	1004005	1.4.6	1004006	1.4.6	1004006	1.4.6	1004006	1.4.6	1004006	1.4.6	1004006
com.StressGame.AntistessPopToySatisfying	5.9.5	200073	5.9.5	200073	5.9.7	200075	5.9.7	200075	5.9.7	200075	5.9.7	200075	5.9.7	200075	5.9.7	200075	5.9.5	200073	5.9.7	200075
com.stromming.planta	2.18.8	231	2.18.7	230	2.18.8	231	2.18.8	231	2.18.8	231	2.18.7	230	2.18.7	230	2.18.8	231	2.18.8	231	2.18.8	231
com.stt.android	4.103.5	4103005	4.100.11	4100011	4.103.5	4103005	4.103.5	4103005	4.103.5	4103005	4.100.11	4100011	4.100.11	4100011	4.103.5	4103005	4.103.5	4103005	4.103.5	4103005
com.studio.aone.girlshairstyle.hairstylestepbystep	1.0.6	6	1.0.6	6	1.0.6	6	1.0.6	6	1.0.6	6	1.0.5	5	1.0.6	6	1.0.6	6	1.0.6	6	1.0.6	6
com.studiokuma.callfilter	9.3.7.4.33	93740033	9.3.7.4.33	93740033	9.3.7.4.33	93740033	9.3.7.4.33	93740033	9.3.7.3.1	93730001	9.3.7.3.1	93730001	9.3.7.3.1	93730001	9.3.7.4.33	93740033	9.3.7.4.33	93740033	9.3.7.4.33	93740033
com.studio.pixel.colorart	1.4.0	24110401	1.3.9	24092502	1.4.0	24110401	1.4.0	24110401	1.4.0	24110401	1.4.0	24110401	1.3.9	24092502	1.4.0	24110401	1.4.0	24110401	1.4.0	24110401
com.superbox.aos.fire2048	2.3.4	23400	2.3.7	23700	2.3.4	23400	2.3.4	23400	2.3.4	23400	2.3.7	23700	2.3.4	23400	2.3.4	23400	2.3.4	23400	2.3.4	23400
com.supersimpleapps.sudoku	1.1.1.5d	102	1.1.1.4	97	1.1.1.5d	102	1.1.1.5d	102	1.1.1.4	97	1.1.1.4	97	1.1.1.4	97	1.1.1.5d	102	1.1.1.5d	102	1.1.1.5d	102
com.surfshark.vpnclient.android	3.11.1	310012736	3.10.1	310012183	3.11.1	310012736	3.11.1	310012736	3.10.1	310012183	3.11.0	310012564	3.10.1	310012183	3.11.1	310012736	3.11.1	310012736	3.11.1	310012736
com.survivor.playtime.imposter	1.2.2	77	1.2.3	80	1.2.3	80	1.2.2	77	1.2.2	77	1.2.2	77	1.2.3	80	1.2.3	80	1.2.3	80	1.2.3	80
com.sushirolls.app	1.8.26	2059	1.8.30	2068	1.8.26	2059	1.8.30	2068	1.8.30	2068	1.8.26	2059	1.8.26	2059	1.8.26	2059	1.8.30	2068	1.8.26	2059
com.system.launcher.ios14	13.5	135	13.5	135	13.5	135	13.5	135	13.5	135	13.5	135	13.4	134	13.5	135	13.5	135	13.5	135
com.t25.salon.hair.game	1.1.9	240812100	1.1.8	240729101	1.1.9	240812100	1.1.9	240812100	1.1.9	240812100	1.1.9	240812100	1.1.9	240812100	1.1.9	240812100	1.1.9	240812100	1.1.9	240812100
com.tangram3D.Athletics3	1.2.20	23	1.2.20	23	1.2.23	26	1.2.20	23	1.2.20	23	1.2.23	26	1.2.20	23	1.2.20	23	1.2.20	23	1.2.20	23
com.tapmad.tapmadtv	6.2.82	60000282	6.2.82	60000282	6.2.82	60000282	6.2.82	60000282	6.2.80	60000280	6.2.82	60000282	6.2.82	60000282	6.2.82	60000282	6.2.82	60000282	6.2.82	60000282
com.Tastypill.BallSlide3D	2.42	59	2.42	59	2.41	57	2.42	59	2.41	57	2.41	57	2.42	59	2.41	57	2.41	57	2.42	59
com.tastypill.newbottle	1.46	46	1.45	45	1.46	46	1.45	45	1.46	46	1.45	45	1.46	46	1.45	45	1.46	46	1.45	45
com.tatemgames.blockking	1.0.1513	1513	1.0.1461	1461	1.0.1513	1513	1.0.1513	1513	1.0.1461	1461	1.0.1461	1461	1.0.1513	1513	1.0.1513	1513	1.0.1461	1461	1.0.1513	1513
com.tatemgames.dreamgym	5.13.3416	3416	5.13.3416	3416	5.13.3416	3416	5.13.3416	3416	5.13.3416	3416	5.12.3364	3364	5.13.3416	3416	5.13.3416	3416	5.13.3416	3416	5.13.3416	3416
com.tcc.android.tmw	3.15.18	31518	3.15.23	31523	3.15.18	31518	3.15.18	31518	3.15.18	31518	3.15.18	31518	3.15.18	31518	3.15.23	31523	3.15.18	31518	3.15.18	31518
com.tcl.browser	7.70.015_9fdf5c1_241106_gp	770015	7.70.004_08692e7_241017_gp	770004	7.70.015_9fdf5c1_241106_gp	770015	7.70.015_9fdf5c1_241106_gp	770015	7.70.004_08692e7_241017_gp	770004	7.70.012_aedaf28_241029_gp	770012	7.70.004_08692e7_241017_gp	770004	7.70.015_9fdf5c1_241106_gp	770015	7.70.015_9fdf5c1_241106_gp	770015	7.70.015_9fdf5c1_241106_gp	770015
com.teamviewer.pilot	15.59.247	1559247	15.59.247	1559247	15.59.247	1559247	15.59.247	1559247	15.58.218	1558218	15.59.247	1559247	15.58.218	1558218	15.59.247	1559247	15.59.247	1559247	15.59.247	1559247
com.teamviewer.teamviewer.market.mobile	15.59.582	1559582	15.58.553	1558553	15.59.582	1559582	15.59.582	1559582	15.58.553	1558553	15.58.553	1558553	15.58.553	1558553	15.59.582	1559582	15.59.582	1559582	15.59.582	1559582
com.technobd.alquran	v2.2.7	156	v2.2.7	156	v2.3.1	161	v2.3.1	161	v2.2.7	156	v2.3.1	161	v2.2.7	156	v2.3.1	161	v2.3.1	161	v2.3.1	161
com.telcel.imk	13.1.10	1530	13.1.8	1524	13.1.10	1530	13.1.8	1524	13.1.10	1530	13.1.8	1524	13.1.8	1524	13.1.8	1524	13.1.10	1530	13.1.8	1524
com.tellmewow.senior.bingo	2.3.9	239	2.2.7	227	2.3.9	239	2.2.7	227	2.2.7	227	2.3.9	239	2.2.7	227	2.3.9	239	2.3.9	239	2.3.9	239
com.tencent.wesing	5.82.3.923	743	5.82.2.922	742	5.82.3.923	743	5.82.3.923	743	5.82.2.922	742	5.81.1.911	731	5.82.2.922	742	5.82.3.923	743	5.82.3.923	743	5.82.3.923	743
com.tennumbers.weatherapp	381	381	381	381	381	381	381	381	374	374	374	374	374	374	381	381	381	381	381	381
com.testgames.psyhologytests	1.43	340	1.36	271	1.43	340	1.43	340	1.36	271	1.36	271	1.43	340	1.43	340	1.43	340	1.43	340
com.textures.realisticmcpe.minexploration	1.4.3.2	77	1.4.3.2	77	1.4.2	63	1.4.2	63	1.4.3.2	77	1.4.2	63	1.4.2	63	1.4.2	63	1.4.3.2	77	1.4.3.2	77
com.texty.sms	16.90	587	16.90	587	16.90	587	16.94	591	16.94	591	16.90	587	16.94	591	16.90	587	16.90	587	16.90	587
com.tfgco.games.strategy.free.castlecrush	6.3.5	2023012580	6.3.2	2022012430	6.3.2	2022012430	6.3.2	2022012430	6.3.2	2022012430	6.3.2	2022012430	6.3.5	2023012580	6.3.2	2022012430	6.3.5	2023012580	6.3.2	2022012430
com.tgb.modern.flag.forces.shooting.game.action.commando.sniper.mission.igi.shootsniper	1.60.1	10600100	1.60.0	10600000	1.60.1	10600100	1.60.1	10600100	1.60.0	10600000	1.60.0	10600000	1.60.1	10600100	1.60.1	10600100	1.60.1	10600100	1.60.1	10600100
com.theangrykraken.sudoku	1.57	57	1.57	57	1.57	57	1.57	57	1.58	58	1.58	58	1.58	58	1.57	57	1.57	57	1.60	60
com.thegrizzlylabs.geniusscan.free	7.22.1	5483	7.22.0	5464	7.22.1	5483	7.22.1	5483	7.21.0	5421	7.22.0	5464	7.21.0	5421	7.22.1	5483	7.22.1	5483	7.22.1	5483
com.thmobile.transparentwallpaper	2.2.2	323	2.2.1	259	2.2.2	323	2.2.2	323	2.2.1	259	2.2.1	259	2.2.2	323	2.2.2	323	2.2.2	323	2.2.2	323
com.three.king	3.6	29	3.2	25	3.6	29	3.2	25	3.2	25	3.6	29	3.6	29	3.6	29	3.6	29	3.6	29
com.threestar.gallery	4.85	485	4.90	490	4.85	485	4.90	490	4.90	490	4.85	485	4.85	485	4.85	485	4.85	485	4.85	485
com.tile.match.blockpuzzle	1.62.2	16202	1.61.0	16100	1.62.2	16202	1.62.2	16202	1.62.0	16200	1.61.0	16100	1.62.0	16200	1.62.2	16202	1.62.2	16202	1.62.2	16202
com.time.bomb.gun.sound.simulator.prank	1.4.1	37	1.4.3	41	1.4.1	37	1.4.1	37	1.4.1	37	1.4.1	37	1.4.3	41	1.4.3	41	1.4.1	37	1.4.1	37
com.time.trigger	1.12.47	347	1.12.44	346	1.12.44	346	1.12.44	346	1.12.44	346	1.12.44	346	1.12.47	347	1.12.44	346	1.12.47	347	1.12.44	346
